onset	duration	trial_type	correctness	StimVar	behav_unlabeled	Rsponse	Stimulus	cond
0.0	1.0	congruent_correct	correct	congruent	1	1	665	cond001
0.0	0.0	congruent_incorrect	incorrect	congruent	1	1	665	cond002
2.5	1.0	congruent_correct	correct	congruent	1	1	858	cond001
10.0	1.0	incongruent_correct	correct	incongruent	1	2	689	cond003
12.5	1.0	incongruent_correct	correct	incongruent	1	2	599	cond003
15.0	1.0	incongruent_correct	correct	incongruent	1	2	674	cond003
17.5	1.0	incongruent_correct	correct	incongruent	1	2	647	cond003
25.0	1.0	congruent_correct	correct	congruent	1	1	645	cond001
27.5	1.0	congruent_correct	correct	congruent	1	1	834	cond001
30.0	1.0	incongruent_correct	correct	incongruent	1	2	725	cond003
32.5	1.0	congruent_correct	correct	congruent	1	1	675	cond001
35.0	1.0	incongruent_correct	correct	incongruent	1	2	697	cond003
37.5	1.0	congruent_correct	correct	congruent	1	1	676	cond001
40.0	1.0	congruent_correct	correct	congruent	1	1	777	cond001
42.5	1.0	incongruent_incorrect	incorrect	incongruent	0	2	638	cond004
45.0	1.0	incongruent_incorrect	incorrect	incongruent	0	2	0	cond004
47.5	1.0	incongruent_correct	correct	incongruent	1	2	736	cond003
50.0	1.0	incongruent_correct	correct	incongruent	1	2	540	cond003
52.5	1.0	incongruent_correct	correct	incongruent	1	2	560	cond003
60.0	1.0	congruent_correct	correct	congruent	1	1	710	cond001
62.5	1.0	congruent_correct	correct	congruent	1	1	636	cond001
65.0	1.0	congruent_correct	correct	congruent	1	1	649	cond001
67.5	1.0	congruent_correct	correct	congruent	1	1	540	cond001
75.0	1.0	congruent_correct	correct	congruent	1	1	730	cond001
77.5	1.0	congruent_correct	correct	congruent	1	1	855	cond001
80.0	1.0	congruent_correct	correct	congruent	1	1	420	cond001
82.5	1.0	incongruent_correct	correct	incongruent	1	2	550	cond003
85.0	1.0	incongruent_correct	correct	incongruent	1	2	805	cond003
87.5	1.0	congruent_correct	correct	congruent	1	1	544	cond001
90.0	1.0	incongruent_correct	correct	incongruent	1	2	654	cond003
92.5	1.0	congruent_correct	correct	congruent	1	1	547	cond001
95.0	1.0	congruent_correct	correct	congruent	1	1	481	cond001
97.5	1.0	incongruent_incorrect	incorrect	incongruent	0	2	444	cond004
100.0	1.0	congruent_correct	correct	congruent	1	1	465	cond001
102.5	1.0	incongruent_correct	correct	incongruent	1	2	604	cond003
105.0	1.0	incongruent_correct	correct	incongruent	1	2	650	cond003
107.5	1.0	incongruent_correct	correct	incongruent	1	2	968	cond003
110.0	1.0	congruent_correct	correct	congruent	1	1	1092	cond001
112.5	1.0	congruent_correct	correct	congruent	1	1	608	cond001
120.0	1.0	congruent_correct	correct	congruent	1	1	1038	cond001
122.5	1.0	congruent_correct	correct	congruent	1	1	522	cond001
125.0	1.0	congruent_correct	correct	congruent	1	1	486	cond001
127.5	1.0	congruent_correct	correct	congruent	1	1	996	cond001
130.0	1.0	congruent_correct	correct	congruent	1	1	617	cond001
132.5	1.0	incongruent_correct	correct	incongruent	1	2	966	cond003
135.0	1.0	congruent_correct	correct	congruent	1	1	716	cond001
137.5	1.0	incongruent_correct	correct	incongruent	1	2	663	cond003
140.0	1.0	congruent_correct	correct	congruent	1	1	835	cond001
142.5	1.0	incongruent_correct	correct	incongruent	1	2	641	cond003
150.0	1.0	incongruent_correct	correct	incongruent	1	2	655	cond003
152.5	1.0	congruent_correct	correct	congruent	1	1	562	cond001
155.0	1.0	incongruent_correct	correct	incongruent	1	2	566	cond003
157.5	1.0	incongruent_correct	correct	incongruent	1	2	524	cond003
160.0	1.0	incongruent_correct	correct	incongruent	1	2	578	cond003
162.5	1.0	incongruent_correct	correct	incongruent	1	2	478	cond003
165.0	1.0	incongruent_correct	correct	incongruent	1	2	602	cond003
167.5	1.0	incongruent_correct	correct	incongruent	1	2	503	cond003
170.0	1.0	incongruent_correct	correct	incongruent	1	2	395	cond003
172.5	1.0	incongruent_correct	correct	incongruent	1	2	448	cond003
175.0	1.0	congruent_correct	correct	congruent	1	1	533	cond001
177.5	1.0	congruent_correct	correct	congruent	1	1	441	cond001
185.0	1.0	incongruent_correct	correct	incongruent	1	2	728	cond003
187.5	1.0	congruent_correct	correct	congruent	1	1	524	cond001
190.0	1.0	congruent_correct	correct	congruent	1	1	608	cond001
192.5	1.0	incongruent_correct	correct	incongruent	1	2	653	cond003
195.0	1.0	incongruent_correct	correct	incongruent	1	2	570	cond003
197.5	1.0	incongruent_correct	correct	incongruent	1	2	509	cond003
200.0	1.0	incongruent_correct	correct	incongruent	1	2	540	cond003
202.5	1.0	congruent_correct	correct	congruent	1	1	752	cond001
210.0	1.0	incongruent_correct	correct	incongruent	1	2	933	cond003
212.5	1.0	incongruent_incorrect	incorrect	incongruent	0	2	938	cond004
215.0	1.0	congruent_correct	correct	congruent	1	1	605	cond001
217.5	1.0	incongruent_correct	correct	incongruent	1	2	668	cond003
225.0	1.0	congruent_correct	correct	congruent	1	1	778	cond001
227.5	1.0	congruent_correct	correct	congruent	1	1	799	cond001
230.0	1.0	congruent_correct	correct	congruent	1	1	636	cond001
232.5	1.0	congruent_correct	correct	congruent	1	1	1024	cond001
235.0	1.0	incongruent_correct	correct	incongruent	1	2	788	cond003
237.5	1.0	congruent_correct	correct	congruent	1	1	721	cond001
240.0	1.0	congruent_correct	correct	congruent	1	1	790	cond001
242.5	1.0	incongruent_correct	correct	incongruent	1	2	987	cond003
245.0	1.0	incongruent_correct	correct	incongruent	1	2	918	cond003
247.5	1.0	congruent_correct	correct	congruent	1	1	562	cond001
250.0	1.0	incongruent_correct	correct	incongruent	1	2	792	cond003
252.5	1.0	congruent_correct	correct	congruent	1	1	759	cond001
260.0	1.0	incongruent_correct	correct	incongruent	1	2	732	cond003
262.5	1.0	congruent_correct	correct	congruent	1	1	857	cond001
270.0	1.0	congruent_correct	correct	congruent	1	1	958	cond001
272.5	1.0	congruent_correct	correct	congruent	1	1	466	cond001
275.0	1.0	incongruent_correct	correct	incongruent	1	2	599	cond003
277.5	1.0	congruent_correct	correct	congruent	1	1	716	cond001
285.0	1.0	congruent_correct	correct	congruent	1	1	985	cond001
287.5	1.0	incongruent_correct	correct	incongruent	1	2	590	cond003
290.0	1.0	congruent_correct	correct	congruent	1	1	532	cond001
292.5	1.0	incongruent_incorrect	incorrect	incongruent	0	2	407	cond004
295.0	1.0	incongruent_correct	correct	incongruent	1	2	669	cond003
297.5	1.0	incongruent_incorrect	incorrect	incongruent	0	2	0	cond004
