onset	duration	trial_type	correctness	StimVar	behav_unlabeled	Rsponse	Stimulus	cond
0.0	1.0	congruent_correct	correct	congruent	1	1	492	cond001
0.0	0.0	congruent_incorrect	incorrect	congruent	1	1	492	cond002
2.5	1.0	congruent_correct	correct	congruent	1	1	388	cond001
10.0	1.0	incongruent_correct	correct	incongruent	1	2	529	cond003
12.5	1.0	incongruent_correct	correct	incongruent	1	2	615	cond003
15.0	1.0	incongruent_correct	correct	incongruent	1	2	487	cond003
17.5	1.0	incongruent_correct	correct	incongruent	1	2	477	cond003
25.0	1.0	congruent_correct	correct	congruent	1	1	730	cond001
27.5	1.0	congruent_correct	correct	congruent	1	1	338	cond001
30.0	1.0	incongruent_correct	correct	incongruent	1	2	504	cond003
32.5	1.0	congruent_correct	correct	congruent	1	1	615	cond001
35.0	1.0	incongruent_correct	correct	incongruent	1	2	469	cond003
37.5	1.0	congruent_correct	correct	congruent	1	1	605	cond001
40.0	1.0	congruent_correct	correct	congruent	1	1	515	cond001
42.5	1.0	incongruent_correct	correct	incongruent	1	2	530	cond003
45.0	1.0	incongruent_correct	correct	incongruent	1	2	432	cond003
47.5	1.0	incongruent_correct	correct	incongruent	1	2	496	cond003
50.0	1.0	incongruent_correct	correct	incongruent	1	2	503	cond003
52.5	1.0	incongruent_correct	correct	incongruent	1	2	509	cond003
60.0	1.0	congruent_correct	correct	congruent	1	1	522	cond001
62.5	1.0	congruent_correct	correct	congruent	1	1	393	cond001
65.0	1.0	congruent_correct	correct	congruent	1	1	352	cond001
67.5	1.0	congruent_correct	correct	congruent	1	1	382	cond001
75.0	1.0	congruent_correct	correct	congruent	1	1	563	cond001
77.5	1.0	congruent_correct	correct	congruent	1	1	435	cond001
80.0	1.0	congruent_correct	correct	congruent	1	1	353	cond001
82.5	1.0	incongruent_correct	correct	incongruent	1	2	489	cond003
85.0	1.0	incongruent_correct	correct	incongruent	1	2	543	cond003
87.5	1.0	congruent_correct	correct	congruent	1	1	398	cond001
90.0	1.0	incongruent_correct	correct	incongruent	1	2	516	cond003
92.5	1.0	congruent_correct	correct	congruent	1	1	332	cond001
95.0	1.0	congruent_correct	correct	congruent	1	1	339	cond001
97.5	1.0	incongruent_correct	correct	incongruent	1	2	537	cond003
100.0	1.0	congruent_correct	correct	congruent	1	1	376	cond001
102.5	1.0	incongruent_correct	correct	incongruent	1	2	495	cond003
105.0	1.0	incongruent_correct	correct	incongruent	1	2	438	cond003
107.5	1.0	incongruent_correct	correct	incongruent	1	2	436	cond003
110.0	1.0	congruent_correct	correct	congruent	1	1	427	cond001
112.5	1.0	congruent_correct	correct	congruent	1	1	522	cond001
120.0	1.0	congruent_correct	correct	congruent	1	1	551	cond001
122.5	1.0	congruent_correct	correct	congruent	1	1	390	cond001
125.0	1.0	congruent_correct	correct	congruent	1	1	325	cond001
127.5	1.0	congruent_correct	correct	congruent	1	1	460	cond001
130.0	1.0	congruent_correct	correct	congruent	1	1	394	cond001
132.5	1.0	incongruent_correct	correct	incongruent	1	2	489	cond003
135.0	1.0	congruent_correct	correct	congruent	1	1	520	cond001
137.5	1.0	incongruent_correct	correct	incongruent	1	2	519	cond003
140.0	1.0	congruent_correct	correct	congruent	1	1	358	cond001
142.5	1.0	incongruent_correct	correct	incongruent	1	2	468	cond003
150.0	1.0	incongruent_correct	correct	incongruent	1	2	577	cond003
152.5	1.0	congruent_correct	correct	congruent	1	1	488	cond001
155.0	1.0	incongruent_correct	correct	incongruent	1	2	439	cond003
157.5	1.0	incongruent_correct	correct	incongruent	1	2	446	cond003
160.0	1.0	incongruent_correct	correct	incongruent	1	2	501	cond003
162.5	1.0	incongruent_correct	correct	incongruent	1	2	548	cond003
165.0	1.0	incongruent_correct	correct	incongruent	1	2	466	cond003
167.5	1.0	incongruent_correct	correct	incongruent	1	2	450	cond003
170.0	1.0	incongruent_correct	correct	incongruent	1	2	496	cond003
172.5	1.0	incongruent_correct	correct	incongruent	1	2	503	cond003
175.0	1.0	congruent_correct	correct	congruent	1	1	389	cond001
177.5	1.0	congruent_correct	correct	congruent	1	1	549	cond001
185.0	1.0	incongruent_incorrect	incorrect	incongruent	0	2	618	cond004
187.5	1.0	congruent_correct	correct	congruent	1	1	512	cond001
190.0	1.0	congruent_correct	correct	congruent	1	1	424	cond001
192.5	1.0	incongruent_correct	correct	incongruent	1	2	558	cond003
195.0	1.0	incongruent_correct	correct	incongruent	1	2	469	cond003
197.5	1.0	incongruent_correct	correct	incongruent	1	2	531	cond003
200.0	1.0	incongruent_correct	correct	incongruent	1	2	491	cond003
202.5	1.0	congruent_correct	correct	congruent	1	1	393	cond001
210.0	1.0	incongruent_correct	correct	incongruent	1	2	622	cond003
212.5	1.0	incongruent_correct	correct	incongruent	1	2	533	cond003
215.0	1.0	congruent_correct	correct	congruent	1	1	468	cond001
217.5	1.0	incongruent_correct	correct	incongruent	1	2	531	cond003
225.0	1.0	congruent_correct	correct	congruent	1	1	607	cond001
227.5	1.0	congruent_correct	correct	congruent	1	1	407	cond001
230.0	1.0	congruent_correct	correct	congruent	1	1	502	cond001
232.5	1.0	congruent_correct	correct	congruent	1	1	484	cond001
235.0	1.0	incongruent_correct	correct	incongruent	1	2	539	cond003
237.5	1.0	congruent_correct	correct	congruent	1	1	394	cond001
240.0	1.0	congruent_correct	correct	congruent	1	1	537	cond001
242.5	1.0	incongruent_correct	correct	incongruent	1	2	511	cond003
245.0	1.0	incongruent_correct	correct	incongruent	1	2	446	cond003
247.5	1.0	congruent_correct	correct	congruent	1	1	693	cond001
250.0	1.0	incongruent_correct	correct	incongruent	1	2	484	cond003
252.5	1.0	congruent_correct	correct	congruent	1	1	555	cond001
260.0	1.0	incongruent_correct	correct	incongruent	1	2	607	cond003
262.5	1.0	congruent_correct	correct	congruent	1	1	535	cond001
270.0	1.0	congruent_correct	correct	congruent	1	1	499	cond001
272.5	1.0	congruent_correct	correct	congruent	1	1	403	cond001
275.0	1.0	incongruent_correct	correct	incongruent	1	2	489	cond003
277.5	1.0	congruent_correct	correct	congruent	1	1	576	cond001
285.0	1.0	congruent_correct	correct	congruent	1	1	533	cond001
287.5	1.0	incongruent_correct	correct	incongruent	1	2	508	cond003
290.0	1.0	congruent_correct	correct	congruent	1	1	467	cond001
292.5	1.0	incongruent_correct	correct	incongruent	1	2	465	cond003
295.0	1.0	incongruent_correct	correct	incongruent	1	2	561	cond003
297.5	1.0	incongruent_incorrect	incorrect	incongruent	0	2	0	cond004
