onset	duration	trial_type	correctness	StimVar	behav_unlabeled	Rsponse	Stimulus	cond
0.0	1.0	congruent_correct	correct	congruent	1	1	479	cond001
0.0	0.0	incongruent_incorrect	incorrect	congruent	1	1	479	cond004
2.5	1.0	congruent_correct	correct	congruent	1	1	363	cond001
10.0	1.0	incongruent_correct	correct	incongruent	1	2	410	cond003
12.5	1.0	incongruent_correct	correct	incongruent	1	2	461	cond003
15.0	1.0	incongruent_correct	correct	incongruent	1	2	491	cond003
17.5	1.0	incongruent_correct	correct	incongruent	1	2	423	cond003
25.0	1.0	congruent_incorrect	incorrect	congruent	0	1	461	cond002
27.5	1.0	congruent_correct	correct	congruent	1	1	827	cond001
30.0	1.0	incongruent_correct	correct	incongruent	1	2	566	cond003
32.5	1.0	congruent_correct	correct	congruent	1	1	418	cond001
35.0	1.0	incongruent_correct	correct	incongruent	1	2	567	cond003
37.5	1.0	congruent_correct	correct	congruent	1	1	436	cond001
40.0	1.0	congruent_correct	correct	congruent	1	1	432	cond001
42.5	1.0	incongruent_correct	correct	incongruent	1	2	582	cond003
45.0	1.0	incongruent_correct	correct	incongruent	1	2	446	cond003
47.5	1.0	incongruent_correct	correct	incongruent	1	2	479	cond003
50.0	1.0	incongruent_correct	correct	incongruent	1	2	420	cond003
52.5	1.0	incongruent_correct	correct	incongruent	1	2	607	cond003
60.0	1.0	congruent_correct	correct	congruent	1	1	574	cond001
62.5	1.0	congruent_correct	correct	congruent	1	1	394	cond001
65.0	1.0	congruent_correct	correct	congruent	1	1	543	cond001
67.5	1.0	congruent_correct	correct	congruent	1	1	491	cond001
75.0	1.0	congruent_correct	correct	congruent	1	1	529	cond001
77.5	1.0	congruent_correct	correct	congruent	1	1	462	cond001
80.0	1.0	congruent_correct	correct	congruent	1	1	387	cond001
82.5	1.0	incongruent_correct	correct	incongruent	1	2	514	cond003
85.0	1.0	incongruent_correct	correct	incongruent	1	2	525	cond003
87.5	1.0	congruent_correct	correct	congruent	1	1	384	cond001
90.0	1.0	incongruent_correct	correct	incongruent	1	2	446	cond003
92.5	1.0	congruent_correct	correct	congruent	1	1	402	cond001
95.0	1.0	congruent_correct	correct	congruent	1	1	399	cond001
97.5	1.0	incongruent_correct	correct	incongruent	1	2	523	cond003
100.0	1.0	congruent_correct	correct	congruent	1	1	424	cond001
102.5	1.0	incongruent_correct	correct	incongruent	1	2	437	cond003
105.0	1.0	incongruent_correct	correct	incongruent	1	2	490	cond003
107.5	1.0	incongruent_correct	correct	incongruent	1	2	455	cond003
110.0	1.0	congruent_correct	correct	congruent	1	1	387	cond001
112.5	1.0	congruent_correct	correct	congruent	1	1	352	cond001
120.0	1.0	congruent_correct	correct	congruent	1	1	518	cond001
122.5	1.0	congruent_correct	correct	congruent	1	1	331	cond001
125.0	1.0	congruent_correct	correct	congruent	1	1	366	cond001
127.5	1.0	congruent_correct	correct	congruent	1	1	323	cond001
130.0	1.0	congruent_correct	correct	congruent	1	1	416	cond001
132.5	1.0	incongruent_correct	correct	incongruent	1	2	478	cond003
135.0	1.0	congruent_correct	correct	congruent	1	1	394	cond001
137.5	1.0	incongruent_correct	correct	incongruent	1	2	606	cond003
140.0	1.0	congruent_correct	correct	congruent	1	1	427	cond001
142.5	1.0	incongruent_correct	correct	incongruent	1	2	399	cond003
150.0	1.0	incongruent_correct	correct	incongruent	1	2	613	cond003
152.5	1.0	congruent_correct	correct	congruent	1	1	466	cond001
155.0	1.0	incongruent_correct	correct	incongruent	1	2	511	cond003
157.5	1.0	incongruent_correct	correct	incongruent	1	2	491	cond003
160.0	1.0	incongruent_correct	correct	incongruent	1	2	568	cond003
162.5	1.0	incongruent_correct	correct	incongruent	1	2	388	cond003
165.0	1.0	incongruent_correct	correct	incongruent	1	2	427	cond003
167.5	1.0	incongruent_correct	correct	incongruent	1	2	334	cond003
170.0	1.0	incongruent_correct	correct	incongruent	1	2	388	cond003
172.5	1.0	incongruent_correct	correct	incongruent	1	2	440	cond003
175.0	1.0	congruent_incorrect	incorrect	congruent	0	1	484	cond002
177.5	1.0	congruent_correct	correct	congruent	1	1	418	cond001
185.0	1.0	incongruent_correct	correct	incongruent	1	2	470	cond003
187.5	1.0	congruent_correct	correct	congruent	1	1	427	cond001
190.0	1.0	congruent_correct	correct	congruent	1	1	457	cond001
192.5	1.0	incongruent_correct	correct	incongruent	1	2	484	cond003
195.0	1.0	incongruent_correct	correct	incongruent	1	2	561	cond003
197.5	1.0	incongruent_correct	correct	incongruent	1	2	422	cond003
200.0	1.0	incongruent_correct	correct	incongruent	1	2	404	cond003
202.5	1.0	congruent_correct	correct	congruent	1	1	352	cond001
210.0	1.0	incongruent_correct	correct	incongruent	1	2	533	cond003
212.5	1.0	incongruent_correct	correct	incongruent	1	2	425	cond003
215.0	1.0	congruent_correct	correct	congruent	1	1	431	cond001
217.5	1.0	incongruent_correct	correct	incongruent	1	2	547	cond003
225.0	1.0	congruent_correct	correct	congruent	1	1	512	cond001
227.5	1.0	congruent_correct	correct	congruent	1	1	317	cond001
230.0	1.0	congruent_correct	correct	congruent	1	1	390	cond001
232.5	1.0	congruent_correct	correct	congruent	1	1	376	cond001
235.0	1.0	incongruent_correct	correct	incongruent	1	2	484	cond003
237.5	1.0	congruent_correct	correct	congruent	1	1	576	cond001
240.0	1.0	congruent_correct	correct	congruent	1	1	438	cond001
242.5	1.0	incongruent_correct	correct	incongruent	1	2	434	cond003
245.0	1.0	incongruent_correct	correct	incongruent	1	2	383	cond003
247.5	1.0	congruent_correct	correct	congruent	1	1	435	cond001
250.0	1.0	incongruent_correct	correct	incongruent	1	2	440	cond003
252.5	1.0	congruent_correct	correct	congruent	1	1	453	cond001
260.0	1.0	incongruent_correct	correct	incongruent	1	2	404	cond003
262.5	1.0	congruent_correct	correct	congruent	1	1	431	cond001
270.0	1.0	congruent_correct	correct	congruent	1	1	456	cond001
272.5	1.0	congruent_correct	correct	congruent	1	1	386	cond001
275.0	1.0	incongruent_correct	correct	incongruent	1	2	478	cond003
277.5	1.0	congruent_correct	correct	congruent	1	1	452	cond001
285.0	1.0	congruent_correct	correct	congruent	1	1	585	cond001
287.5	1.0	incongruent_correct	correct	incongruent	1	2	414	cond003
290.0	1.0	congruent_correct	correct	congruent	1	1	394	cond001
292.5	1.0	incongruent_correct	correct	incongruent	1	2	440	cond003
295.0	1.0	incongruent_correct	correct	incongruent	1	2	404	cond003
297.5	1.0	incongruent_correct	correct	incongruent	1	2	561	cond003
