onset	duration	trial_type	correctness	StimVar	behav_unlabeled	Rsponse	Stimulus	cond
0.0	1.0	incongruent_correct	correct	incongruent	1	2	440	cond003
2.5	1.0	incongruent_correct	correct	incongruent	1	2	413	cond003
5.0	1.0	congruent_incorrect	incorrect	congruent	0	1	417	cond002
7.5	1.0	congruent_correct	correct	congruent	1	1	374	cond001
10.0	1.0	incongruent_correct	correct	incongruent	1	2	371	cond003
12.5	1.0	incongruent_correct	correct	incongruent	1	2	382	cond003
20.0	1.0	incongruent_correct	correct	incongruent	1	2	478	cond003
22.5	1.0	incongruent_correct	correct	incongruent	1	2	345	cond003
25.0	1.0	congruent_correct	correct	congruent	1	1	448	cond001
27.5	1.0	congruent_correct	correct	congruent	1	1	323	cond001
30.0	1.0	congruent_correct	correct	congruent	1	1	440	cond001
32.5	1.0	congruent_correct	correct	congruent	1	1	300	cond001
45.0	1.0	congruent_correct	correct	congruent	1	1	420	cond001
47.5	1.0	congruent_correct	correct	congruent	1	1	298	cond001
50.0	1.0	incongruent_correct	correct	incongruent	1	2	421	cond003
52.5	1.0	incongruent_correct	correct	incongruent	1	2	305	cond003
55.0	1.0	congruent_incorrect	incorrect	congruent	0	1	399	cond002
57.5	1.0	incongruent_correct	correct	incongruent	1	2	533	cond003
65.0	1.0	congruent_incorrect	incorrect	congruent	0	1	553	cond002
67.5	1.0	incongruent_correct	correct	incongruent	1	2	398	cond003
70.0	1.0	incongruent_correct	correct	incongruent	1	2	442	cond003
72.5	1.0	incongruent_correct	correct	incongruent	1	2	415	cond003
75.0	1.0	congruent_correct	correct	congruent	1	1	484	cond001
77.5	1.0	congruent_correct	correct	congruent	1	1	400	cond001
80.0	1.0	congruent_correct	correct	congruent	1	1	509	cond001
82.5	1.0	congruent_correct	correct	congruent	1	1	363	cond001
85.0	1.0	congruent_correct	correct	congruent	1	1	383	cond001
87.5	1.0	incongruent_correct	correct	incongruent	1	2	707	cond003
90.0	1.0	incongruent_correct	correct	incongruent	1	2	441	cond003
92.5	1.0	congruent_correct	correct	congruent	1	1	476	cond001
95.0	1.0	incongruent_correct	correct	incongruent	1	2	345	cond003
97.5	1.0	incongruent_correct	correct	incongruent	1	2	374	cond003
100.0	1.0	incongruent_correct	correct	incongruent	1	2	307	cond003
102.5	1.0	incongruent_correct	correct	incongruent	1	2	454	cond003
105.0	1.0	congruent_incorrect	incorrect	congruent	0	1	484	cond002
107.5	1.0	congruent_correct	correct	congruent	1	1	535	cond001
110.0	1.0	incongruent_correct	correct	incongruent	1	2	484	cond003
112.5	1.0	incongruent_correct	correct	incongruent	1	2	394	cond003
120.0	1.0	incongruent_correct	correct	incongruent	1	2	449	cond003
122.5	1.0	congruent_correct	correct	congruent	1	1	461	cond001
125.0	1.0	congruent_correct	correct	congruent	1	1	369	cond001
