onset	duration	trial_type	correctness	StimVar	behav_unlabeled	Rsponse	Stimulus	cond
0.0	1.0	incongruent_correct	correct	incongruent	1	2	509	cond003
2.5	1.0	incongruent_correct	correct	incongruent	1	2	512	cond003
5.0	1.0	congruent_correct	correct	congruent	1	1	517	cond001
7.5	1.0	congruent_correct	correct	congruent	1	1	472	cond001
10.0	1.0	incongruent_correct	correct	incongruent	1	2	614	cond003
12.5	1.0	incongruent_correct	correct	incongruent	1	2	507	cond003
20.0	1.0	incongruent_correct	correct	incongruent	1	2	544	cond003
22.5	1.0	incongruent_correct	correct	incongruent	1	2	431	cond003
25.0	1.0	congruent_correct	correct	congruent	1	1	467	cond001
27.5	1.0	congruent_correct	correct	congruent	1	1	446	cond001
30.0	1.0	congruent_correct	correct	congruent	1	1	492	cond001
32.5	1.0	congruent_correct	correct	congruent	1	1	424	cond001
45.0	1.0	congruent_correct	correct	congruent	1	1	615	cond001
47.5	1.0	congruent_correct	correct	congruent	1	1	372	cond001
50.0	1.0	incongruent_correct	correct	incongruent	1	2	601	cond003
52.5	1.0	incongruent_correct	correct	incongruent	1	2	573	cond003
55.0	1.0	congruent_correct	correct	congruent	1	1	522	cond001
57.5	1.0	incongruent_correct	correct	incongruent	1	2	592	cond003
65.0	1.0	congruent_correct	correct	congruent	1	1	750	cond001
67.5	1.0	incongruent_incorrect	incorrect	incongruent	0	2	682	cond004
70.0	1.0	incongruent_correct	correct	incongruent	1	2	534	cond003
72.5	1.0	incongruent_correct	correct	incongruent	1	2	524	cond003
75.0	1.0	congruent_correct	correct	congruent	1	1	575	cond001
77.5	1.0	congruent_correct	correct	congruent	1	1	429	cond001
80.0	1.0	congruent_correct	correct	congruent	1	1	424	cond001
82.5	1.0	congruent_correct	correct	congruent	1	1	477	cond001
85.0	1.0	congruent_correct	correct	congruent	1	1	386	cond001
87.5	1.0	incongruent_correct	correct	incongruent	1	2	503	cond003
90.0	1.0	incongruent_correct	correct	incongruent	1	2	596	cond003
92.5	1.0	congruent_correct	correct	congruent	1	1	473	cond001
95.0	1.0	incongruent_correct	correct	incongruent	1	2	525	cond003
97.5	1.0	incongruent_correct	correct	incongruent	1	2	545	cond003
100.0	1.0	incongruent_correct	correct	incongruent	1	2	454	cond003
102.5	1.0	incongruent_correct	correct	incongruent	1	2	475	cond003
105.0	1.0	congruent_correct	correct	congruent	1	1	496	cond001
107.5	1.0	congruent_correct	correct	congruent	1	1	541	cond001
110.0	1.0	incongruent_correct	correct	incongruent	1	2	545	cond003
112.5	1.0	incongruent_correct	correct	incongruent	1	2	533	cond003
120.0	1.0	incongruent_correct	correct	incongruent	1	2	619	cond003
122.5	1.0	congruent_correct	correct	congruent	1	1	536	cond001
