onset	duration	trial_type	correctness	StimVar	behav_unlabeled	Rsponse	Stimulus	cond
0.0	1.0	congruent_correct	correct	congruent	1	1	367	cond001
2.5	1.0	congruent_correct	correct	congruent	1	1	334	cond001
10.0	1.0	incongruent_correct	correct	incongruent	1	2	474	cond003
12.5	1.0	incongruent_correct	correct	incongruent	1	2	370	cond003
15.0	1.0	incongruent_correct	correct	incongruent	1	2	408	cond003
17.5	1.0	incongruent_correct	correct	incongruent	1	2	327	cond003
25.0	1.0	congruent_correct	correct	congruent	1	1	420	cond001
27.5	1.0	congruent_correct	correct	congruent	1	1	347	cond001
30.0	1.0	incongruent_correct	correct	incongruent	1	2	346	cond003
32.5	1.0	congruent_correct	correct	congruent	1	1	401	cond001
35.0	1.0	incongruent_correct	correct	incongruent	1	2	407	cond003
37.5	1.0	congruent_correct	correct	congruent	1	1	494	cond001
40.0	1.0	congruent_correct	correct	congruent	1	1	285	cond001
42.5	1.0	incongruent_correct	correct	incongruent	1	2	412	cond003
45.0	1.0	incongruent_correct	correct	incongruent	1	2	426	cond003
47.5	1.0	incongruent_correct	correct	incongruent	1	2	474	cond003
50.0	1.0	incongruent_correct	correct	incongruent	1	2	440	cond003
52.5	1.0	incongruent_correct	correct	incongruent	1	2	327	cond003
60.0	1.0	congruent_correct	correct	congruent	1	1	508	cond001
62.5	1.0	congruent_correct	correct	congruent	1	1	371	cond001
65.0	1.0	congruent_correct	correct	congruent	1	1	330	cond001
67.5	1.0	congruent_correct	correct	congruent	1	1	337	cond001
75.0	1.0	congruent_correct	correct	congruent	1	1	478	cond001
77.5	1.0	congruent_correct	correct	congruent	1	1	332	cond001
80.0	1.0	congruent_correct	correct	congruent	1	1	332	cond001
82.5	1.0	incongruent_incorrect	incorrect	incongruent	0	2	346	cond004
85.0	1.0	incongruent_correct	correct	incongruent	1	2	425	cond003
87.5	1.0	congruent_correct	correct	congruent	1	1	440	cond001
90.0	1.0	incongruent_correct	correct	incongruent	1	2	431	cond003
92.5	1.0	congruent_correct	correct	congruent	1	1	453	cond001
95.0	1.0	congruent_correct	correct	congruent	1	1	340	cond001
97.5	1.0	incongruent_correct	correct	incongruent	1	2	515	cond003
100.0	1.0	congruent_correct	correct	congruent	1	1	506	cond001
102.5	1.0	incongruent_correct	correct	incongruent	1	2	360	cond003
105.0	1.0	incongruent_correct	correct	incongruent	1	2	320	cond003
107.5	1.0	incongruent_correct	correct	incongruent	1	2	302	cond003
110.0	1.0	congruent_correct	correct	congruent	1	1	333	cond001
112.5	1.0	congruent_correct	correct	congruent	1	1	316	cond001
120.0	1.0	congruent_correct	correct	congruent	1	1	432	cond001
122.5	1.0	congruent_correct	correct	congruent	1	1	344	cond001
125.0	1.0	congruent_correct	correct	congruent	1	1	327	cond001
127.5	1.0	congruent_correct	correct	congruent	1	1	430	cond001
130.0	1.0	congruent_correct	correct	congruent	1	1	412	cond001
132.5	1.0	incongruent_correct	correct	incongruent	1	2	467	cond003
135.0	1.0	congruent_correct	correct	congruent	1	1	354	cond001
137.5	1.0	incongruent_incorrect	incorrect	incongruent	0	2	337	cond004
140.0	1.0	congruent_correct	correct	congruent	1	1	375	cond001
142.5	1.0	incongruent_correct	correct	incongruent	1	2	454	cond003
150.0	1.0	incongruent_correct	correct	incongruent	1	2	491	cond003
152.5	1.0	congruent_correct	correct	congruent	1	1	418	cond001
155.0	1.0	incongruent_correct	correct	incongruent	1	2	457	cond003
157.5	1.0	incongruent_correct	correct	incongruent	1	2	352	cond003
160.0	1.0	incongruent_correct	correct	incongruent	1	2	414	cond003
162.5	1.0	incongruent_correct	correct	incongruent	1	2	398	cond003
165.0	1.0	incongruent_correct	correct	incongruent	1	2	716	cond003
167.5	1.0	incongruent_correct	correct	incongruent	1	2	395	cond003
170.0	1.0	incongruent_correct	correct	incongruent	1	2	329	cond003
172.5	1.0	incongruent_correct	correct	incongruent	1	2	321	cond003
175.0	1.0	congruent_correct	correct	congruent	1	1	319	cond001
177.5	1.0	congruent_incorrect	incorrect	congruent	0	1	414	cond002
185.0	1.0	incongruent_correct	correct	incongruent	1	2	475	cond003
187.5	1.0	congruent_correct	correct	congruent	1	1	322	cond001
190.0	1.0	congruent_correct	correct	congruent	1	1	329	cond001
192.5	1.0	incongruent_correct	correct	incongruent	1	2	392	cond003
195.0	1.0	incongruent_correct	correct	incongruent	1	2	431	cond003
197.5	1.0	incongruent_correct	correct	incongruent	1	2	421	cond003
200.0	1.0	incongruent_correct	correct	incongruent	1	2	380	cond003
202.5	1.0	congruent_correct	correct	congruent	1	1	531	cond001
210.0	1.0	incongruent_incorrect	incorrect	incongruent	0	2	384	cond004
212.5	1.0	incongruent_correct	correct	incongruent	1	2	455	cond003
215.0	1.0	congruent_correct	correct	congruent	1	1	438	cond001
217.5	1.0	incongruent_correct	correct	incongruent	1	2	380	cond003
225.0	1.0	congruent_correct	correct	congruent	1	1	417	cond001
227.5	1.0	congruent_correct	correct	congruent	1	1	352	cond001
230.0	1.0	congruent_correct	correct	congruent	1	1	487	cond001
232.5	1.0	congruent_correct	correct	congruent	1	1	303	cond001
235.0	1.0	incongruent_correct	correct	incongruent	1	2	469	cond003
237.5	1.0	congruent_correct	correct	congruent	1	1	387	cond001
240.0	1.0	congruent_correct	correct	congruent	1	1	322	cond001
242.5	1.0	incongruent_correct	correct	incongruent	1	2	425	cond003
245.0	1.0	incongruent_correct	correct	incongruent	1	2	392	cond003
247.5	1.0	congruent_correct	correct	congruent	1	1	366	cond001
250.0	1.0	incongruent_correct	correct	incongruent	1	2	406	cond003
252.5	1.0	congruent_correct	correct	congruent	1	1	333	cond001
260.0	1.0	incongruent_correct	correct	incongruent	1	2	473	cond003
262.5	1.0	congruent_correct	correct	congruent	1	1	345	cond001
270.0	1.0	congruent_correct	correct	congruent	1	1	341	cond001
272.5	1.0	congruent_correct	correct	congruent	1	1	349	cond001
275.0	1.0	incongruent_incorrect	incorrect	incongruent	0	2	371	cond004
277.5	1.0	congruent_correct	correct	congruent	1	1	386	cond001
285.0	1.0	congruent_correct	correct	congruent	1	1	438	cond001
287.5	1.0	incongruent_correct	correct	incongruent	1	2	382	cond003
290.0	1.0	congruent_correct	correct	congruent	1	1	308	cond001
292.5	1.0	incongruent_correct	correct	incongruent	1	2	500	cond003
295.0	1.0	incongruent_correct	correct	incongruent	1	2	442	cond003
297.5	1.0	incongruent_correct	correct	incongruent	1	2	481	cond003
